,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos
351,MENDOZA_SAN CARLOS,"San Carlos, Mendoza",LA LIBERTAD AVANZA,2.39,0,0.39,1.19,19.08,56.82,0.45,0.53,0.35,1.14,0.39,0.68,0,0,16.59,483,0,79,241,3858,11491,92,108,70,230,78,137,0,1,3356,72.74,28858,20991,2.12,0.06,1.47,446,13
352,MENDOZA_SAN MARTIN,"San Martin, Mendoza",LA LIBERTAD AVANZA,2.47,0,0.26,1.27,29.05,43.76,0.39,0.28,0.39,3.4,0.34,0.59,0,0,17.8,1664,0,178,857,19581,29490,262,191,261,2290,228,396,1,1,11997,71.76,97387,69883,1.81,0.05,1.7,1263,33
353,MENDOZA_SAN RAFAEL,"San Rafael, Mendoza",LA LIBERTAD AVANZA,1.86,0,0.3,1.73,24.69,47.34,0.39,0.32,0.61,0.56,0.31,0.98,0.01,0,20.88,1888,1,304,1754,25014,47959,391,328,615,568,318,997,12,5,21152,68.49,153674,105255,1.9,0.05,1.8,2005,53
354,MENDOZA_SANTA ROSA,"Santa Rosa, Mendoza",LA LIBERTAD AVANZA,1.44,0,0.19,0.84,22.85,38.29,0.34,0.25,0.3,0.74,0.24,0.4,0,0,34.11,159,0,21,93,2519,4221,38,28,33,82,26,44,0,0,3760,76.5,14824,11341,1.6,0.11,1.09,181,12
355,MENDOZA_TUNUYAN,"Tunuyan, Mendoza",LA LIBERTAD AVANZA,2.15,0,0.17,1.08,20.56,50.36,0.36,0.31,0.22,0.55,0.31,0.51,0,0,23.41,605,0,48,305,5789,14175,102,86,61,155,88,144,1,1,6590,67.49,43503,29360,2.63,0.12,1.37,773,34
356,MENDOZA_TUPUNGATO,"Tupungato, Mendoza",LA LIBERTAD AVANZA,2.35,0,0.27,1.16,19.94,56.52,0.3,0.27,0.34,0.48,0.45,0.56,0,0,17.35,463,0,54,229,3929,11135,59,54,67,94,88,110,0,0,3418,73.41,27943,20514,2.9,0.02,1.05,594,5
357,MISIONES_25 DE MAYO,"25 De Mayo, Misiones",UNION POR LA PATRIA,0.5,0.57,0.52,1.05,12.02,40.28,0.79,0.65,0.15,0.36,0.76,0.94,0.01,0,41.39,69,78,71,145,1654,5543,109,90,21,49,105,130,1,0,5696,58.67,26251,15401,10.5,0.05,0.1,1617,8
358,MISIONES_APOSTOLES,"Apostoles, Misiones",LA LIBERTAD AVANZA,2.31,0.02,0.64,1.46,21.72,41.72,0.55,0.24,0.22,0.9,0.37,1.03,0.02,0,28.79,573,6,159,363,5385,10346,137,59,54,224,92,255,4,1,7139,69.74,37208,25949,3.41,0.08,0.94,886,22
359,MISIONES_CAINGUAS,"Cainguas, Misiones",LA LIBERTAD AVANZA,1.05,0.02,0.67,0.93,14.9,48.5,0.86,0.68,0.29,0.5,0.72,0.62,0.03,0,30.24,293,5,188,259,4164,13554,241,189,81,141,201,172,7,1,8451,64.66,47070,30436,7.57,0.01,0.59,2305,3
360,MISIONES_CANDELARIA,"Candelaria, Misiones",LA LIBERTAD AVANZA,0.8,0.02,0.59,1.05,19.73,39.19,0.69,0.29,0.36,0.75,0.68,0.7,0.03,0.01,35.12,149,3,110,196,3677,7303,128,54,67,140,126,131,6,1,6546,66.29,29356,19459,3.37,0.11,0.75,655,22
361,MISIONES_CAPITAL,"Capital, Misiones",LA LIBERTAD AVANZA,1.11,0.03,0.38,1.72,27.02,43.02,0.51,0.24,0.27,1.08,0.36,0.72,0.02,0.01,23.51,2158,67,729,3327,52348,83343,988,466,517,2087,694,1400,43,28,45556,68.48,296326,202938,3.25,0.23,1.04,6595,474
362,MISIONES_CONCEPCION,"Concepcion, Misiones",JUNTOS POR EL CAMBIO,1.51,0.04,0.82,0.75,32.39,30.71,1.1,0.45,0.28,0.95,0.82,0.5,0.06,0,29.62,70,2,38,35,1505,1427,51,21,13,44,38,23,3,0,1376,61.28,8070,4945,5.5,0.08,0.47,272,4
363,MISIONES_ELDORADO,"Eldorado, Misiones",LA LIBERTAD AVANZA,4.13,0.12,0.38,2.02,15.96,46.09,0.46,0.17,0.32,0.49,0.62,0.49,0.01,0,28.75,1852,53,172,906,7153,20664,206,76,145,218,276,219,4,1,12887,67.71,69522,47070,3.71,0.16,0.89,1744,75
364,MISIONES_GENERAL MANUEL BELGRANO,"General Manuel Belgrano, Misiones",LA LIBERTAD AVANZA,1.11,0.03,0.98,0.66,13.05,51.4,1.06,0.63,0.29,1.14,0.83,0.79,0.01,0.01,28.01,208,6,184,123,2440,9607,198,117,54,213,155,148,2,1,5235,53.29,37633,20053,5.4,0.78,0.61,1083,156
365,MISIONES_GUARANI,"Guarani, Misiones",LA LIBERTAD AVANZA,1.32,0.12,0.52,0.59,12.26,50.31,0.82,0.72,0.2,0.54,0.63,0.6,0,0.01,31.35,392,36,155,176,3639,14929,244,215,60,159,186,179,0,3,9303,54.57,60996,33286,10.06,0.05,0.74,3349,15
366,MISIONES_IGUAZU,"Iguazu, Misiones",LA LIBERTAD AVANZA,0.88,0.03,0.45,1.35,16.5,50.88,0.7,0.28,0.25,0.75,0.47,0.7,0.01,0.02,26.73,424,16,220,651,7980,24603,340,135,119,362,229,340,6,8,12926,64.86,77579,50316,3,0.05,0.84,1508,25
367,MISIONES_LEANDRO N. ALEM,"Leandro N. Alem, Misiones",LA LIBERTAD AVANZA,1.26,0.28,0.65,1.13,17.82,46.44,0.45,0.3,0.18,0.48,0.49,0.58,0,0,29.93,358,80,185,323,5071,13217,128,86,52,136,139,166,1,1,8520,73.15,41628,30452,5.89,0.03,0.61,1794,8
368,MISIONES_LIBERTADOR GENERAL SAN MARTIN,"Libertador General San Martin, Misiones",LA LIBERTAD AVANZA,0.86,0.06,0.42,1.4,16.48,49.51,0.49,0.2,0.29,0.62,0.48,0.45,0.03,0.01,28.7,237,16,115,385,4530,13606,136,55,79,171,133,123,7,2,7889,70.17,41261,28953,4.3,0.08,0.69,1246,23
369,MISIONES_MONTECARLO,"Montecarlo, Misiones",LA LIBERTAD AVANZA,1.64,0.02,0.43,1.65,15.3,44.75,0.54,0.2,0.26,0.5,0.56,0.59,0.01,0.01,33.56,319,4,83,321,2983,8722,105,39,50,97,110,115,1,1,6541,67.07,30122,20204,2.83,0.05,0.64,572,11
370,MISIONES_OBERA,"Obera, Misiones",LA LIBERTAD AVANZA,0.96,0.01,0.53,1.16,18.24,47.18,0.51,0.26,0.22,0.49,0.46,0.55,0.02,0,29.39,585,6,321,706,11073,28637,311,160,136,297,277,332,15,2,17835,68.76,93375,64201,4.78,0.05,0.63,3072,30
371,MISIONES_SAN IGNACIO,"San Ignacio, Misiones",LA LIBERTAD AVANZA,0.71,0.06,0.47,1.28,17.49,42,0.61,0.26,0.28,0.75,0.44,0.56,0,0.01,35.08,224,18,150,407,5543,13312,194,82,88,239,139,177,1,2,11118,66.54,49802,33138,3.71,0.07,0.57,1231,24
372,MISIONES_SAN JAVIER,"San Javier, Misiones",LA LIBERTAD AVANZA,1.98,0.02,0.73,1.51,20.64,37.65,0.6,0.44,0.14,0.4,0.41,0.59,0.02,0.01,34.86,223,2,82,170,2325,4242,68,50,16,45,46,67,2,1,3928,65.37,18683,12214,7.29,0.03,0.43,891,4
373,MISIONES_SAN PEDRO,"San Pedro, Misiones",LA LIBERTAD AVANZA,4.66,0.33,0.77,1.01,9.12,41.76,1.03,0.46,0.17,1.02,0.93,0.57,0.03,0.01,38.14,540,38,89,117,1058,4844,120,53,20,118,108,66,4,1,4424,53.59,24002,12862,9.25,0.17,0.39,1190,22
374,NEUQUEN_ALUMINE,"Alumine, Neuquen",LA LIBERTAD AVANZA,3.22,0,0.82,2.68,19.61,37.94,1.33,0.52,0.56,4.75,0.79,2.83,0,0,24.95,172,0,44,143,1048,2027,71,28,30,254,42,151,0,0,1333,72.9,8560,6240,12.56,0.24,1.57,784,15
375,NEUQUEN_AÑELO,"Añelo, Neuquen",LA LIBERTAD AVANZA,2.12,0,0.61,1.04,11.24,57.56,0.69,0.41,0.39,2.24,0.56,0.83,0,0,22.31,203,0,58,100,1077,5518,66,39,37,215,54,80,0,0,2139,64.62,15782,10199,3.77,0.04,2.2,385,4
376,NEUQUEN_CATAN LIL,"Catan Lil, Neuquen",LA LIBERTAD AVANZA,3.67,0,1.22,2.32,15.77,33.86,1.34,0.61,0.73,7.7,1.83,0.12,0,0,30.81,30,0,10,19,129,277,11,5,6,63,15,1,0,0,252,63.7,1617,1030,18.25,0.1,2.23,188,1
377,NEUQUEN_CHOS MALAL,"Chos Malal, Neuquen",LA LIBERTAD AVANZA,4.34,0,0.84,3.56,24.33,38.02,0.95,0.48,0.39,2.08,0.73,1.33,0,0,22.94,388,0,75,318,2173,3396,85,43,35,186,65,119,0,0,2049,70.86,13964,9895,7.41,0.05,2.27,733,5
378,NEUQUEN_COLLON CURA,"Collon Cura, Neuquen",LA LIBERTAD AVANZA,2.54,0,0.89,3.26,19.91,39.01,1.1,0.64,0.42,2.41,0.55,0.04,0,0,29.22,60,0,21,77,470,921,26,15,10,57,13,1,0,0,690,69.41,4028,2796,13.63,0.04,1.9,381,1
379,NEUQUEN_CONFLUENCIA,"Confluencia, Neuquen",LA LIBERTAD AVANZA,5.6,0,0.38,1.65,24.71,40.4,0.7,0.27,0.39,4,0.46,1.14,0,0,20.28,14370,0,979,4247,63436,103703,1807,701,1008,10269,1174,2936,0,0,52049,75.75,361173,273571,3.74,0.11,2.33,10228,303
380,NEUQUEN_HUILICHES,"Huiliches, Neuquen",LA LIBERTAD AVANZA,5.12,0,0.79,3.19,24.34,36.56,1.17,0.49,0.64,3.24,0.61,0,0,0,23.86,523,0,81,326,2485,3733,119,50,65,331,62,0,0,0,2436,73.29,15392,11281,6.63,0.15,2.7,748,17
381,NEUQUEN_LACAR,"Lacar, Neuquen",LA LIBERTAD AVANZA,4.51,0,0.43,1.76,32.19,36.83,0.88,0.28,0.41,1.27,0.69,0.99,0,0,19.75,1002,0,95,391,7154,8185,195,63,91,283,154,221,0,0,4388,71.79,33292,23900,3.89,0.09,3.04,930,22
382,NEUQUEN_LONCOPUE,"Loncopue, Neuquen",LA LIBERTAD AVANZA,2.82,0,1.04,3.03,15.41,44.55,1.78,0.68,0.74,3.42,1.31,1.4,0,0,23.82,95,0,35,102,519,1500,60,23,25,115,44,47,0,0,802,69.01,5925,4089,14.53,0.02,3.11,594,1
383,NEUQUEN_LOS LAGOS,"Los Lagos, Neuquen",LA LIBERTAD AVANZA,3.57,0,0.29,2.61,31.45,39.51,0.64,0.19,0.58,1.29,0.47,1.44,0,0,17.96,294,0,24,215,2593,3258,53,16,48,106,39,119,0,0,1481,64.62,13607,8793,3.41,0.08,2.73,300,7
384,NEUQUEN_MINAS,"Minas, Neuquen",LA LIBERTAD AVANZA,3.41,0,1.46,1.6,17.1,43,1.71,0.88,0.88,2.81,1.06,1.12,0,0,24.98,152,0,65,71,761,1914,76,39,39,125,47,50,0,0,1112,73.58,7431,5468,15.47,0.02,3.11,846,1
385,NEUQUEN_PEHUENCHES,"Pehuenches, Neuquen",LA LIBERTAD AVANZA,2.39,0,0.71,1.88,14.01,52.94,0.85,0.64,0.48,1.51,0.56,1.14,0,0,22.89,331,0,98,260,1939,7330,117,89,67,209,78,158,0,0,3169,68.9,22702,15642,9.1,0.03,2.35,1424,5
386,NEUQUEN_PICUN LEUFU,"Picun Leufu, Neuquen",LA LIBERTAD AVANZA,3.15,0,0.82,2.52,14.86,39.55,0.96,0.48,0.3,2.78,0.63,0,0,0,33.95,85,0,22,68,401,1067,26,13,8,75,17,0,0,0,916,71.86,4364,3136,11.19,0.13,2.65,351,4
387,NEUQUEN_PICUNCHES,"Picunches, Neuquen",LA LIBERTAD AVANZA,1.84,0,0.99,1.82,23.32,46.5,1.04,0.56,0.78,2.45,1.07,0.97,0,0,18.67,76,0,41,75,962,1918,43,23,32,101,44,40,0,0,770,73.6,6363,4683,9.76,0.06,2.09,457,3
388,NEUQUEN_ZAPALA,"Zapala, Neuquen",LA LIBERTAD AVANZA,4.23,0,0.67,2.41,24.05,43.64,1.03,0.43,0.44,2.46,0.64,1.15,0,0,18.86,1002,0,158,570,5697,10340,245,101,104,582,151,273,0,0,4469,75.54,34671,26189,6.64,0.03,2.87,1738,7
389,NEUQUEN_ÑORQUIN,"Ñorquin, Neuquen",LA LIBERTAD AVANZA,2.25,0,1.58,1.97,14.72,37.23,1.86,0.7,0.25,3.27,0.88,1.26,0,0,34.04,64,0,45,56,419,1060,53,20,7,93,25,36,0,0,969,68.14,4884,3328,11.93,0.27,2.25,397,9
390,RIO NEGRO_25 DE MAYO,"25 De Mayo, Rio Negro",UNION POR LA PATRIA,2.58,0.02,0.02,2.37,17.72,33.62,0.9,1.16,0.42,1.47,0.96,0.64,0.02,0,38.11,158,1,1,145,1084,2057,55,71,26,90,59,39,1,0,2332,56.37,12882,7261,12.81,0.28,2.64,930,20
391,RIO NEGRO_9 DE JULIO,"9 De Julio, Rio Negro",UNION POR LA PATRIA,1.44,0,0,1.64,10.96,26.23,0.55,0.89,0.27,1.23,0.75,0,0,0,56.03,21,0,0,24,160,383,8,13,4,18,11,0,0,0,818,56.25,3214,1808,17.59,0.39,1.27,318,7
392,RIO NEGRO_ADOLFO ALSINA,"Adolfo Alsina, Rio Negro",LA LIBERTAD AVANZA,3.04,0,0,2.28,24.48,37.68,0.82,0.47,0.27,0.86,0.56,1.32,0.01,0,28.2,1089,1,0,815,8764,13489,293,170,95,308,202,471,3,0,10096,66.64,58232,38808,4.96,0.54,2.27,1924,208
393,RIO NEGRO_AVELLANEDA,"Avellaneda, Rio Negro",LA LIBERTAD AVANZA,2.27,0.02,0,2.22,21.15,42.55,0.69,0.54,0.35,0.81,0.6,0.07,0,0.01,28.74,440,4,0,430,4102,8253,134,104,68,157,116,13,0,1,5574,66.5,31924,21231,6.19,0.18,2.27,1314,38
394,RIO NEGRO_BARILOCHE,"Bariloche, Rio Negro",LA LIBERTAD AVANZA,5.15,0.02,0.02,2.91,24.75,31.57,1.1,0.46,0.35,0.91,0.78,1.49,0.34,0.01,30.15,4092,18,18,2311,19671,25092,871,369,276,722,622,1185,270,6,23961,65.51,129518,84850,3.69,0.11,2.52,3134,92
395,RIO NEGRO_CONESA,"Conesa, Rio Negro",LA LIBERTAD AVANZA,2.33,0,0,1.72,18.9,42.35,0.57,0.7,0,0.64,0.61,0,0,0,32.19,73,0,0,54,593,1329,18,22,0,20,19,0,0,0,1010,57.24,5874,3362,4.05,0.36,2.26,136,12
396,RIO NEGRO_EL CUY,"El Cuy, Rio Negro",UNION POR LA PATRIA,3.65,0.1,0.05,2.13,18.84,32.3,0.61,1.27,0.46,3.8,1.42,0,0,0,35.39,72,2,1,42,372,638,12,25,9,75,28,0,0,0,699,62.48,3457,2160,4.26,0.23,4.07,92,5
397,RIO NEGRO_GENERAL ROCA,"General Roca, Rio Negro",LA LIBERTAD AVANZA,3.23,0.03,0,1.72,21.25,42.9,0.73,0.41,0.29,1.67,0.53,0.87,0.01,0.01,26.36,6384,55,4,3400,41994,84772,1435,809,575,3299,1052,1711,19,11,52082,72.68,293385,213231,4.75,0.13,2.46,10122,267
398,RIO NEGRO_PICHI MAHUIDA,"Pichi Mahuida, Rio Negro",LA LIBERTAD AVANZA,2.35,0.01,0.01,2.56,23.96,40.46,0.59,0.41,0.44,0.89,0.66,0.02,0,0.04,27.6,191,1,1,208,1948,3289,48,33,36,72,54,2,0,3,2244,67.13,13050,8761,5.03,0.23,1.94,441,20
399,RIO NEGRO_PILCANIYEU,"Pilcaniyeu, Rio Negro",UNION POR LA PATRIA,3.59,0,0,2.75,27.45,29.59,0.71,0.8,0.34,0.94,0.88,0.17,0.23,0,32.56,171,0,0,131,1309,1411,34,38,16,45,42,8,11,0,1553,62.39,8631,5385,9.1,0.2,2.14,490,11
400,RIO NEGRO_SAN ANTONIO,"San Antonio, Rio Negro",LA LIBERTAD AVANZA,2.83,0.01,0.01,3.52,21.48,39.88,1.12,0.52,0.29,0.96,0.84,0.02,0.01,0,28.53,491,1,1,611,3730,6924,195,91,50,166,145,3,1,0,4953,63.17,30006,18955,6.05,0.08,2.27,1147,15
401,RIO NEGRO_VALCHETA,"Valcheta, Rio Negro",LA LIBERTAD AVANZA,1.7,0,0,2.71,19.68,36.7,0.9,0.74,0.59,1.06,0.96,0.05,0,0,34.89,32,0,0,51,370,690,17,14,11,20,18,1,0,0,656,49.25,4136,2037,3.39,0.54,3.78,69,11
402,RIO NEGRO_ÑORQUINCO,"Ñorquinco, Rio Negro",UNION POR LA PATRIA,2.62,0.49,0.16,1.64,22.13,18.03,1.31,1.31,1.31,3.44,1.64,0,0,0,45.9,16,3,1,10,135,110,8,8,8,21,10,0,0,0,280,52.38,1428,748,16.44,0,2.01,123,0
403,SALTA_ANTA,"Anta, Salta",LA LIBERTAD AVANZA,0.91,0,0.2,1.54,15.29,48.89,0.22,0.23,0.45,0.33,0.31,0.09,0,0,31.53,216,0,48,365,3616,11567,52,54,106,79,73,22,0,0,7459,48.55,52474,25477,2.19,4.13,0.83,558,1051
404,SALTA_CACHI,"Cachi, Salta",LA LIBERTAD AVANZA,1.62,0,0.53,0.71,13.4,55.91,0.21,0.25,0.64,0.41,0.37,1.1,0,0,24.86,71,0,23,31,586,2445,9,11,28,18,16,48,0,0,1087,64.89,7539,4892,9.16,0.27,1.19,448,13
405,SALTA_CAFAYATE,"Cafayate, Salta",LA LIBERTAD AVANZA,1.26,0,0.35,2.15,15.35,54.03,0.48,0.21,0.35,0.56,0.49,0.11,0,0.01,24.66,116,0,32,198,1413,4975,44,19,32,52,45,10,0,1,2270,66.76,14440,9640,2.75,0.27,1.47,265,26
406,SALTA_CAPITAL,"Capital, Salta",LA LIBERTAD AVANZA,2.45,0.01,0.19,2.23,20.89,52.13,0.32,0.17,0.31,2.21,0.77,0.64,0.22,0.01,17.44,7174,37,544,6541,61155,152574,951,502,912,6472,2265,1874,630,39,51035,67.68,450715,305027,1.95,0.28,1.8,5963,866
407,SALTA_CERRILLOS,"Cerrillos, Salta",LA LIBERTAD AVANZA,1.95,0,0.21,1.56,16.69,56.72,0.27,0.23,0.41,0.85,0.54,0.2,0,0,20.36,541,0,58,433,4632,15738,75,63,114,237,150,55,1,0,5649,67.38,42528,28654,1.57,0.32,1.27,451,92
408,SALTA_CHICOANA,"Chicoana, Salta",LA LIBERTAD AVANZA,1.23,0,0.36,1.49,16.71,57.61,0.41,0.38,0.59,0.62,0.39,0.1,0.04,0,20.08,149,0,43,180,2023,6976,50,46,71,75,47,12,5,0,2431,63.86,19477,12438,1.66,0.14,0.86,206,17
409,SALTA_GENERAL GUEMES,"General Guemes, Salta",LA LIBERTAD AVANZA,2.48,0,0.26,2.08,13.69,51.12,0.27,0.19,0.44,0.29,0.39,0.27,0.01,0,28.51,629,0,65,527,3466,12945,69,49,111,73,98,68,3,1,7219,62.14,42130,26180,1.89,0.19,1.2,494,50
410,SALTA_GENERAL JOSE DE SAN MARTIN,"General Jose De San Martin, Salta",UNION POR LA PATRIA,0.99,0,0.19,1.68,12.91,41.07,0.27,0.19,0.38,0.47,0.43,0.09,0,0,41.33,681,3,129,1158,8900,28305,185,134,259,325,298,61,0,0,28483,50.62,140320,71029,1.54,0.38,1.05,1091,272
411,SALTA_GUACHIPAS,"Guachipas, Salta",LA LIBERTAD AVANZA,0.57,0,0.29,1.09,20.98,49.83,0.4,0.4,0.52,0.11,0.46,0,0,0,25.34,10,0,5,19,365,867,7,7,9,2,8,0,0,0,441,55.2,3344,1846,4.82,0.22,0.7,89,4
412,SALTA_IRUYA,"Iruya, Salta",LA LIBERTAD AVANZA,1.29,0,0.33,0.5,5.3,51.81,0.13,0.46,0.29,0.29,0.29,0,0,0,39.3,31,0,8,12,127,1242,3,11,7,7,7,0,0,0,942,51.33,5036,2585,1.66,4.41,1.2,43,114
413,SALTA_LA CALDERA,"La Caldera, Salta",LA LIBERTAD AVANZA,1.91,0,0.17,2.08,24.06,49.43,0.26,0.12,0.3,0.47,0.39,0.17,0,0,20.65,208,0,19,227,2623,5390,28,13,33,51,42,18,0,0,2252,70.53,15960,11257,1.56,0.23,1.34,176,26
414,SALTA_LA CANDELARIA,"La Candelaria, Salta",LA LIBERTAD AVANZA,1.37,0,0.33,2.39,12.53,46.64,0.27,0.36,0.89,0.24,0.18,0,0,0.03,34.77,46,0,11,80,420,1564,9,12,30,8,6,0,0,1,1166,60.17,5750,3460,1.62,0.23,1.24,56,8
415,SALTA_LA POMA,"La Poma, Salta",LA LIBERTAD AVANZA,1.64,1.42,0.22,0.77,8.63,49.4,0.44,0.11,0.66,0.44,0.22,0,0,0,36.07,15,13,2,7,79,452,4,1,6,4,2,0,0,0,330,65.51,1496,980,5.82,0,0.82,57,0
416,SALTA_LA VIÑA,"La Viña, Salta",LA LIBERTAD AVANZA,0.79,0.02,0.11,1.5,15.73,53.1,0.36,0.14,0.52,0.36,0.18,0,0,0.02,27.15,35,1,5,66,693,2339,16,6,23,16,8,0,0,1,1196,56.15,8132,4566,2.28,0.13,1.12,104,6
417,SALTA_LOS ANDES,"Los Andes, Salta",LA LIBERTAD AVANZA,1.42,0,0.44,1.74,7.27,65.5,0.32,0.44,0.66,0.63,0.76,0.03,0,0,20.79,45,0,14,55,230,2073,10,14,21,20,24,1,0,0,658,50.12,6622,3319,3.31,0.15,1.18,110,5
418,SALTA_METAN,"Metan, Salta",LA LIBERTAD AVANZA,1.48,0.01,0.25,2.77,17,50.03,0.25,0.28,0.52,0.27,0.59,0,0.01,0,26.55,292,1,49,548,3358,9885,49,56,102,53,117,0,1,0,5246,56.21,36363,20438,1.57,0.28,1.48,321,57
419,SALTA_MOLINOS,"Molinos, Salta",LA LIBERTAD AVANZA,0.72,0,0.36,0.62,10.81,44.63,0.39,0.26,0.62,0.36,0.36,0.03,0.03,0,40.8,22,0,11,19,330,1363,12,8,19,11,11,1,1,0,1246,62.89,5061,3183,3.36,0.16,0.53,107,5
420,SALTA_ORAN,"Oran, Salta",LA LIBERTAD AVANZA,2.21,0,0.21,1.92,13.93,51.85,0.23,0.21,0.56,0.4,0.72,0.02,0.01,0,27.73,1394,1,131,1213,8802,32754,147,130,355,252,452,15,7,3,17520,53.37,123098,65693,1.68,1.06,1.09,1105,694
421,SALTA_RIVADAVIA,"Rivadavia, Salta",UNION POR LA PATRIA,1.08,0,0.3,1.18,5.67,25.89,0.16,0.21,0.24,0.23,0.24,0,0.01,0.01,64.79,133,0,37,145,695,3175,20,26,29,28,29,0,1,1,7946,45.03,29930,13476,1.27,6.99,0.73,171,942
422,SALTA_ROSARIO DE LA FRONTERA,"Rosario De La Frontera, Salta",LA LIBERTAD AVANZA,1.01,0.09,0.19,3.08,17.97,44.66,0.35,0.3,1.1,0.35,0.26,0,0,0,30.64,139,12,26,425,2482,6170,49,42,152,49,36,0,0,0,4232,54.45,26534,14447,1.99,1.21,1.18,287,175
423,SALTA_ROSARIO DE LERMA,"Rosario De Lerma, Salta",LA LIBERTAD AVANZA,1.35,0,0.3,2.03,18.08,55.34,0.34,0.25,0.36,0.62,0.56,0.01,0,0,20.76,345,0,77,518,4613,14121,86,64,91,159,142,2,0,0,5297,68.32,38964,26619,2.36,0.22,1.57,628,58
424,SALTA_SAN CARLOS,"San Carlos, Salta",LA LIBERTAD AVANZA,0.92,0,0.53,1.28,9.47,44.83,0.22,0.25,0.67,0.5,0.17,0.2,0,0,40.96,33,0,19,46,340,1609,8,9,24,18,6,7,0,0,1470,59.04,6585,3888,3.14,3.52,1.03,122,137
425,SALTA_SANTA VICTORIA,"Santa Victoria, Salta",LA LIBERTAD AVANZA,1.34,0,0.94,0.94,8.16,50.94,0.53,0.67,0.8,0.4,0.27,0,0,0,35.03,10,0,7,7,61,381,4,5,6,3,2,0,0,0,262,11.25,8294,933,3.32,14.79,1.71,31,138
426,SAN JUAN_25 DE MAYO,"25 De Mayo, San Juan",UNION POR LA PATRIA,0.54,0.03,0.37,0.67,18.11,32.98,0.38,0.29,0.56,6.4,0.45,0.26,0,0,38.95,51,3,35,63,1715,3123,36,27,53,606,43,25,0,0,3688,65.92,14945,9851,3.35,0.01,0.53,330,1
427,SAN JUAN_9 DE JULIO,"9 De Julio, San Juan",LA LIBERTAD AVANZA,1.65,0,0.28,0.77,22.59,41.41,0.16,0.3,0.68,0.97,0.56,0,0,0,30.63,100,0,17,47,1372,2515,10,18,41,59,34,0,0,0,1860,67.49,9486,6402,3.98,0.03,1.12,255,2
428,SAN JUAN_ALBARDON,"Albardon, San Juan",LA LIBERTAD AVANZA,0.89,0.01,0.46,1.16,21.52,42.08,0.33,0.19,0.77,0.01,0.29,0,0.02,0,32.27,138,2,71,180,3336,6522,51,30,119,1,45,0,3,0,5002,72.11,22544,16256,3.37,0.13,1.15,548,21
429,SAN JUAN_ANGACO,"Angaco, San Juan",LA LIBERTAD AVANZA,0.99,0,0.37,1.86,25.54,37.32,0.24,0.19,0.82,0.8,0.33,0.03,0.02,0,31.48,57,0,21,107,1466,2142,14,11,47,46,19,2,1,0,1807,72.15,8355,6028,3.73,0.02,1.03,225,1
430,SAN JUAN_CALINGASTA,"Calingasta, San Juan",LA LIBERTAD AVANZA,0.73,0,0.6,0.73,25.12,41.12,0.47,0.53,0.91,0.22,0.46,0,0,0,29.11,40,0,33,40,1378,2256,26,29,50,12,25,0,0,0,1597,68.81,8661,5960,6.24,0.02,1.69,372,1
431,SAN JUAN_CAPITAL,"Capital, San Juan",JUNTOS POR EL CAMBIO,1.37,0.06,0.16,2.31,44.21,29.23,0.19,0.15,0.31,0.32,0.16,0.44,0,0,21.08,872,36,104,1474,28201,18647,119,95,199,205,105,282,2,0,13449,70.29,94108,66147,2.51,0.05,1.01,1659,31
432,SAN JUAN_CAUCETE,"Caucete, San Juan",UNION POR LA PATRIA,1.35,0,0.39,1.24,24.82,32.27,0.39,0.24,0.46,0.37,0.3,0.31,0,0,37.86,277,0,79,254,5086,6611,80,50,94,75,62,64,0,0,7756,66.52,31897,21219,2.44,0.05,0.96,518,10
433,SAN JUAN_CHIMBAS,"Chimbas, San Juan",LA LIBERTAD AVANZA,1.76,0,0.25,1.48,20.11,38.31,0.3,0.24,0.75,0.42,0.36,0.25,0.01,0,35.74,854,0,123,716,9735,18541,147,118,362,203,173,120,5,1,17299,69.36,73591,51040,3.7,0.05,1.42,1890,26
